radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,262,1,16933,15966,0,10.150968,48.030234,11842,2000,1,1316781723,1569152897,0
GSM,262,2,844,14502,0,10.580494,47.773332,13853,2000,1,1316790304,1569126923,0
GSM,262,2,844,9652,0,10.597812,47.77753,18151,2000,1,1316790703,1569152678,0
GSM,262,1,5169,21869,0,12.210616,53.156631,21339,2000,1,1316791980,1569112364,0
GSM,262,1,18699,6789,0,6.956204,51.163754,13274,1387,1,1316803356,1569133411,0
GSM,262,1,5893,33563,0,10.010178,53.74757,12090,1722,1,1316858714,1569155807,0
GSM,262,1,5175,21505,0,13.298602,54.354198,7954,2000,1,1316997730,1569178211,0
GSM,262,1,14091,11687,0,14.300703,51.738832,15793,2000,1,1317014661,1569158394,0
GSM,262,1,14090,9178,0,14.033929,51.536503,20117,2000,1,1317018324,1569128803,0
GSM,262,1,5730,10834,0,6.963363,52.069961,6234,2000,1,1317021026,1569169979,0
GSM,262,1,17745,44365,0,8.675261,49.366156,21210,1314,1,1317022278,1569155135,0
GSM,262,1,17695,24985,0,8.474146,49.475021,6966,2000,1,1317022857,1569156565,0
GSM,262,1,17695,17748,0,8.500893,49.459462,6083,2000,1,1317026040,1569156865,0
GSM,262,1,17695,37320,0,8.50495,49.447498,15525,1358,1,1317028502,1569158225,0
GSM,262,1,14115,21862,0,13.38312,52.436333,69418,2000,1,1317044263,1569147762,0
GSM,262,2,317,37462,0,13.553255,52.561027,3051,1999,1,1317047821,1569174018,0
GSM,262,1,14091,11744,0,14.354384,51.759241,6536,2000,1,1317069988,1569151087,0
GSM,262,1,17695,54022,0,8.499219,49.455519,14706,1593,1,1317095443,1569157925,0
GSM,262,1,22316,33613,0,10.064924,52.603051,33176,1756,1,1317103608,1569150170,0
GSM,262,2,666,26071,0,8.830866,50.058658,2696,2000,1,1317110807,1569176389,0
GSM,262,1,6417,10143,0,8.831037,50.058536,4172,2000,1,1317110875,1569174724,0
GSM,262,1,6417,52292,0,8.830863,50.058956,4148,2000,1,1317110875,1569175826,0
GSM,262,1,6417,10145,0,8.82988,50.059017,500,2000,1,1317110875,1569178723,0
GSM,262,1,5731,48166,0,7.497008,52.284508,21304,1826,1,1317111115,1569133791,0
GSM,262,1,35074,17235,0,14.58377,51.02047,22154,1966,1,1317113130,1569131876,0
GSM,262,1,14087,26249,0,13.610565,52.674185,16930,2000,1,1317114090,1569149033,0
GSM,262,1,14091,51647,0,14.570212,51.65089,15552,1999,1,1317116002,1569125036,0
GSM,262,1,14091,32343,0,14.613636,51.666003,15708,1999,1,1317122458,1569125036,0
GSM,262,1,14091,37371,0,14.442813,51.701803,16191,2000,1,1317139160,1569123888,0
GSM,262,1,14091,4403,0,14.440223,51.763238,21372,1999,1,1317142636,1569148057,0
GSM,262,1,35082,19277,0,13.768151,51.043992,104377,838,1,1317190043,1569116767,0
GSM,262,2,861,25473,0,11.44955,49.280235,68737,2000,1,1317193282,1569178392,0
GSM,262,2,861,35533,0,11.449532,49.27401,12453,2000,1,1317193282,1569178284,0
GSM,262,1,14370,61749,0,7.001,51.165877,12679,2000,1,1317204720,1569166430,0
GSM,262,1,14340,32570,0,7.01654,51.451035,4250,2000,1,1317228647,1569124657,0
GSM,208,1,28672,45245,0,-1.915602,47.370023,20444,1187,1,1317273524,1569170310,0
GSM,208,1,6403,50854,0,-1.755054,47.220483,7128,1782,1,1317273524,1569162000,0
GSM,208,1,6403,41097,0,-1.72127,47.222739,9229,684,1,1317274945,1569158290,0
GSM,208,1,6403,51534,0,-1.735475,47.211726,15782,628,1,1317274945,1569162106,0
GSM,262,1,14370,32438,0,6.994232,51.166035,12684,1999,1,1317279559,1569166430,0
GSM,262,3,256,47720,0,7.003141,51.166796,4900,2000,1,1317279559,1569166430,0
GSM,262,1,5923,11199,0,10.065682,53.641668,11366,2000,1,1317281481,1569133886,0
GSM,262,1,5986,46591,0,9.82415,53.648235,9706,2000,1,1317302082,1569153769,0
GSM,262,1,5986,36725,0,9.824376,53.649493,8972,2000,1,1317302082,1569141436,0
GSM,262,1,5986,26344,0,9.819087,53.646925,9323,2000,1,1317302082,1569153769,0
GSM,262,1,5986,26350,0,9.833169,53.649811,96017,1104,1,1317302082,1569141298,0
GSM,208,20,336,60526,0,5.65867,43.383619,7027,156,1,1317315125,1569144305,0
GSM,262,1,6506,38049,0,9.473083,50.739658,6889,1999,1,1317315348,1569135330,0
GSM,228,2,12000,24781,0,9.43339,46.620727,14098,24,1,1317325494,1569145232,0
GSM,228,2,12000,17192,0,9.415996,46.598738,16661,36,1,1317325494,1569145232,0
GSM,208,1,20741,18475,0,4.857191,45.924319,27286,483,1,1317353201,1569143558,0
GSM,208,1,20741,9939,0,4.823017,45.90838,9183,509,1,1317353201,1569145423,0
GSM,262,1,5206,55869,0,13.503752,54.0845,22088,2000,1,1317355200,1569164384,0
GSM,208,1,1795,4239,0,4.819588,45.637239,7428,1816,1,1317358395,1569182674,0
GSM,208,1,1795,60803,0,4.813952,45.627493,3037,123,1,1317360143,1569168549,0
GSM,262,1,1856,1765,0,9.967009,53.550666,2023,1999,1,1317369503,1569114390,0
GSM,262,1,5730,63764,0,7.101175,52.168716,84208,2000,1,1317370723,1569158528,0
GSM,262,1,14370,19554,0,7.069807,51.175302,10732,2000,1,1317371004,1569169254,0
GSM,262,1,14370,47882,0,7.07434,51.160048,68631,2000,1,1317371004,1569169254,0
GSM,262,1,14370,33302,0,7.08722,51.170571,8259,2000,1,1317371004,1569169254,0
GSM,262,1,38726,30046,0,7.33012,50.869951,6677,272,1,1317373591,1569140394,0
GSM,262,1,21062,44270,0,9.174756,48.702409,19620,2000,1,1317376503,1569144769,0
GSM,262,1,21059,16212,0,9.151149,48.717536,13222,2000,1,1317376503,1569145475,0
GSM,262,1,21062,44269,0,9.167781,48.708029,14425,2000,1,1317376804,1569144769,0
GSM,262,1,21059,59605,0,9.154002,48.707131,8544,2000,1,1317378635,1569145475,0
GSM,262,1,21059,16211,0,9.191208,48.699589,26294,2000,1,1317378635,1569145475,0
GSM,262,1,5891,26341,0,9.896108,53.637231,7192,2000,1,1317378665,1569154213,0
GSM,262,1,21062,19956,0,9.169052,48.700187,27269,2000,1,1317378905,1569145475,0
GSM,262,1,21062,15368,0,9.171596,48.696497,29886,2000,1,1317378905,1569145475,0
GSM,262,1,6506,41852,0,9.874254,50.619507,18232,2000,1,1317385814,1569152870,0
GSM,208,1,20741,11829,0,4.842944,45.907182,6030,218,1,1317413135,1569143299,0
GSM,208,1,21252,12701,0,5.612218,46.956015,20343,171,1,1317709331,1569168437,0
GSM,262,1,21086,5473,0,9.454695,48.507313,60475,1416,1,1317709464,1569151708,0
GSM,262,1,18699,6787,0,6.982101,51.168643,7814,1185,1,1317711266,1569133411,0
GSM,262,1,6506,22639,0,9.666166,50.668368,29539,2000,1,1317716911,1569155443,0
GSM,262,1,4224,37950,0,8.455563,49.859111,7621,2000,1,1317723245,1569131791,0
GSM,208,1,21252,15548,0,5.59696,47.151989,80882,1753,1,1317729578,1569159039,0
GSM,262,1,6508,37970,0,9.727659,50.644088,29239,2000,1,1317732313,1569134981,0
GSM,228,2,30000,1653,0,8.520223,47.382396,4644,323,1,1317732584,1569139431,0
GSM,262,1,21116,15466,0,9.173641,48.8088,6963,2000,1,1317737590,1569119590,0
GSM,262,1,21115,53974,0,9.233609,48.790458,3638,2000,1,1317737590,1569138595,0
GSM,262,1,16899,7414,0,10.93836,48.379989,6518,556,1,1317739840,1569116186,0
GSM,262,1,16899,18608,0,10.939686,48.346404,7299,2000,1,1317739840,1569116186,0
GSM,262,1,16997,22992,0,13.255673,48.672282,21730,2000,1,1317742040,1569167160,0
GSM,228,2,30000,1651,0,8.534076,47.38642,1855,254,1,1317746119,1569139369,0
GSM,262,1,5703,57018,0,8.833015,51.541721,52802,2000,1,1317748883,1569151529,0
GSM,262,1,6417,52989,0,8.830423,50.058802,4802,2000,1,1317765339,1569177507,0
GSM,262,1,6483,16723,0,8.829058,50.05872,724,2000,1,1317765339,1569178723,0
GSM,262,2,610,11923,0,8.446437,49.858259,24800,1999,1,1317793742,1569126805,0
GSM,228,2,12000,17142,0,9.415098,46.786437,13310,19,1,1317801307,1569146857,0
GSM,262,1,5126,5904,0,13.351304,52.482275,6072,2000,1,1317805602,1569153947,0
GSM,262,2,379,5071,0,12.961317,50.816975,2706,2000,1,1317814709,1569123310,0
GSM,262,1,14118,9789,0,12.926308,52.678818,7840,2000,1,1317822063,1569130698,0
GSM,262,1,14113,61820,0,13.573513,52.451064,9278,2000,1,1317871679,1569115697,0
GSM,262,1,14113,60000,0,13.595173,52.456183,8170,2000,1,1317873464,1569140214,0
GSM,262,1,14091,37374,0,14.42205,51.658782,11223,1999,1,1317879575,1569151336,0
GSM,262,1,16997,51776,0,13.418205,48.571392,18178,973,1,1317879965,1569155772,0
GSM,262,3,26,12300,0,7.015113,51.104299,8976,2000,1,1317885702,1569110561,0
GSM,262,1,38688,38207,0,7.016591,51.10377,5881,2000,1,1317885702,1569110648,0
GSM,262,1,14115,26974,0,13.382983,52.439531,69116,2000,1,1317899921,1569147762,0
GSM,262,1,21116,26772,0,9.171708,48.818303,4787,2000,1,1317910169,1569119719,0
GSM,262,1,6508,40693,0,9.71843,50.464437,14657,2000,1,1317912271,1569158325,0
GSM,208,1,1796,33269,0,5.095389,45.840951,23862,673,1,1317913172,1569171682,0
GSM,208,1,1796,10805,0,5.074874,45.850298,16933,1302,1,1317913172,1569171686,0
GSM,208,1,1796,10807,0,5.058473,45.849035,18456,1577,1,1317913442,1569169374,0
GSM,262,1,14087,36099,0,14.115551,53.725797,25843,131,1,1317957062,1569126678,0
GSM,262,1,5206,4619,0,13.367355,54.117045,28252,2000,1,1317958652,1569163143,0
GSM,262,1,5206,63936,0,13.399691,54.065232,16856,2000,1,1317959733,1569163445,0
GSM,262,1,5928,13385,0,10.757597,53.804947,61067,2000,1,1317963065,1569140384,0
GSM,262,1,22316,32610,0,10.04979,52.630779,35441,1872,1,1317963546,1569149656,0
GSM,262,1,5949,23775,0,10.337782,53.58009,7781,2000,1,1317964897,1569178606,0
GSM,262,1,14091,1335,0,14.405463,51.585751,7828,2000,1,1317965287,1569145665,0
GSM,262,1,5126,44697,0,13.366556,52.47333,5116,2000,1,1317965438,1569153735,0
GSM,262,1,22316,33619,0,10.029357,52.629957,34546,1408,1,1317969611,1569149810,0
GSM,208,1,21250,1186,0,5.54482,46.828163,34858,211,1,1317971459,1569159271,0
GSM,208,1,21252,11341,0,5.585634,46.905966,17916,708,1,1317973488,1569162644,0
GSM,262,1,21059,5372,0,9.118809,48.723777,4625,2000,1,1317976487,1569145173,0
GSM,262,1,21059,25378,0,9.138342,48.715253,16757,2000,1,1317976487,1569145382,0
GSM,262,1,14660,18224,0,9.487495,50.961254,16081,2000,1,1317991018,1569154239,0
GSM,262,1,35074,30187,0,14.421545,51.173542,10992,2000,1,1317994140,1569134220,0
GSM,262,1,35074,30136,0,14.407476,51.175038,15742,2000,1,1317994140,1569127972,0
GSM,262,1,35074,30140,0,14.426604,51.173497,16979,2000,1,1317994140,1569157058,0
GSM,262,1,35074,30133,0,14.433461,51.182345,15004,2000,1,1317994140,1569157058,0
GSM,262,1,21116,31998,0,9.214957,48.799242,29567,2000,1,1317995851,1569119590,0
GSM,262,1,5127,24799,0,13.255105,52.505903,5381,2000,1,1318005100,1569118016,0
GSM,262,1,14091,42863,0,14.311409,51.766116,9685,2000,1,1318006478,1569145477,0
GSM,262,1,14113,20951,0,13.593468,52.447153,9033,2000,1,1318054798,1569140214,0
GSM,262,1,14082,62254,0,13.209033,51.947934,34653,2000,1,1318070113,1569150811,0
GSM,262,2,687,32312,0,6.621711,49.727335,8377,2000,1,1318158653,1569131201,0
GSM,262,1,21059,59549,0,9.144255,48.716658,9313,2000,1,1318221922,1569145382,0
GSM,262,1,21059,41421,0,9.135892,48.711995,9797,2000,1,1318221922,1569145382,0
GSM,262,1,21059,38063,0,9.147134,48.71657,8740,2000,1,1318221923,1569145173,0
GSM,262,1,21043,2676,0,9.18902,48.790385,2847,2000,1,1318223845,1569119137,0
GSM,262,1,21043,22799,0,9.181889,48.789124,5625,2000,1,1318223845,1569119321,0
GSM,262,1,21043,18346,0,9.177788,48.775985,3798,2000,1,1318223845,1569119137,0
GSM,262,1,21115,333,0,9.186971,48.787925,3688,2000,1,1318223845,1569119321,0
GSM,262,1,21116,53965,0,9.185122,48.796781,4884,2000,1,1318223845,1569119321,0
GSM,262,1,21043,22800,0,9.187343,48.785947,29911,2000,1,1318224085,1569119137,0
GSM,262,1,21043,25520,0,9.187781,48.784838,16876,2000,1,1318229009,1569119137,0
GSM,262,1,21115,64107,0,9.22041,48.799083,9949,2000,1,1318230273,1569116434,0
GSM,262,1,21115,64108,0,9.211124,48.800886,7857,2000,1,1318230273,1569119590,0
GSM,262,1,21115,53696,0,9.212488,48.798273,9708,2000,1,1318233482,1569118815,0
GSM,262,1,21115,55133,0,9.217031,48.795799,10256,2000,1,1318233482,1569118815,0
GSM,262,1,21115,58091,0,9.221026,48.795353,9978,2000,1,1318233482,1569118815,0
GSM,262,1,16899,48755,0,10.972067,48.360172,8906,2000,1,1318253125,1569116186,0
GSM,262,1,35082,19248,0,13.769739,51.026017,22104,2000,1,1318262515,1569116767,0
GSM,262,1,21043,15369,0,9.180157,48.784756,2555,2000,1,1318273592,1569119321,0
GSM,262,1,21043,15371,0,9.182568,48.781743,16399,2000,1,1318273592,1569119321,0
GSM,262,1,21043,25521,0,9.188038,48.781702,3336,2000,1,1318273592,1569119137,0
GSM,262,1,21115,53184,0,9.234039,48.798266,6248,1659,1,1318277914,1569111712,0
GSM,262,1,21115,51591,0,9.224717,48.796037,8218,1323,1,1318288870,1569116434,0
GSM,262,1,5923,55534,0,10.095854,53.639487,11833,675,1,1318292022,1569133727,0
GSM,262,1,21062,48484,0,9.210467,48.669641,16481,2000,1,1318309106,1569144270,0
GSM,262,1,14091,49071,0,14.337513,51.76583,6966,2000,1,1318311569,1569158562,0
GSM,262,1,5127,7270,0,13.254649,52.514429,26147,307,1,1318323158,1569117256,0
GSM,262,1,35074,30108,0,14.44471,51.177844,14134,2000,1,1318335708,1569127766,0
GSM,262,2,450,1933,0,9.581307,54.346518,24710,2000,1,1318335953,1569168423,0
GSM,262,1,5169,53114,0,12.349485,53.05116,104572,1791,1,1318337748,1569155748,0
GSM,262,1,4133,8284,0,7.828996,49.920751,28381,1996,1,1318339511,1569153559,0
GSM,262,1,35074,30107,0,14.41119,51.179327,16120,2000,1,1318344746,1569157058,0
GSM,262,1,35074,30106,0,14.441259,51.174802,27284,2000,1,1318345707,1569157058,0
GSM,208,1,14336,23995,0,1.592821,48.916461,15185,1177,1,1318348439,1569170835,0
GSM,262,1,21043,25508,0,9.182287,48.779126,8684,2000,1,1318355374,1569119137,0
GSM,262,1,5127,32400,0,13.28027,52.506877,1464,2000,1,1318366101,1569138458,0
GSM,208,1,21250,11626,0,5.737767,46.891233,31485,939,1,1318388804,1569168754,0
GSM,208,1,21250,33545,0,5.716994,46.848202,12452,671,1,1318388804,1569161941,0
GSM,262,1,14090,57842,0,13.236926,51.484194,20556,1605,1,1318393376,1569150157,0
GSM,262,1,14091,2690,0,14.455592,51.607659,9620,1998,1,1318402472,1569151336,0
GSM,262,1,14633,18817,0,7.637931,52.860513,174397,1459,1,1318403193,1569173106,0
GSM,208,1,776,53092,0,1.922344,47.910178,11168,17,1,1318484917,1569167255,0
GSM,262,1,5923,4371,0,10.05252,53.646247,9036,2000,1,1318485086,1569134109,0
GSM,262,1,14116,56006,0,13.590597,52.487659,54008,1860,1,1318496920,1569114952,0
GSM,262,1,6483,57576,0,8.828054,50.057486,3940,2000,1,1318506229,1569177507,0
GSM,262,1,6483,57575,0,8.828579,50.058174,2284,2000,1,1318506229,1569178723,0
GSM,262,1,6483,42228,0,8.824279,50.056462,3076,2000,1,1318506229,1569178418,0
GSM,262,1,5949,34754,0,10.339318,53.579758,14467,2000,1,1318506289,1569178606,0
GSM,262,1,6483,41589,0,8.82913,50.058539,1711,2000,1,1318506656,1569178723,0
GSM,228,2,30000,10691,0,8.404007,47.412281,11378,461,1,1318513435,1569139776,0
GSM,228,2,30000,2533,0,8.39165,47.413201,9746,323,1,1318513435,1569139776,0
GSM,228,2,30000,10693,0,8.387009,47.41323,7326,584,1,1318513435,1569139847,0
GSM,228,2,30000,12002,0,8.382002,47.418619,8403,470,1,1318513435,1569139867,0
GSM,228,2,30000,12331,0,8.396136,47.420509,11469,381,1,1318513435,1569139847,0
GSM,228,2,30000,10692,0,8.394248,47.397546,12439,581,1,1318513435,1569139776,0
GSM,228,2,30000,12313,0,8.405363,47.402102,10004,291,1,1318513435,1569139736,0
GSM,228,2,30000,12311,0,8.431629,47.400293,10846,358,1,1318513435,1569139736,0
GSM,262,1,14113,9505,0,13.635793,52.449408,39874,2000,1,1318563126,1569140519,0
GSM,262,1,5169,53115,0,12.332747,53.089324,8402,2000,1,1318576548,1569155748,0
GSM,228,2,30000,12001,0,8.38183,47.424149,18314,520,1,1318578771,1569139857,0
GSM,228,2,30000,12333,0,8.375418,47.426273,7481,677,1,1318579276,1569139877,0
GSM,228,2,30000,10392,0,8.461608,47.402331,8332,336,1,1318579276,1569139633,0
GSM,228,2,33000,45571,0,8.357862,47.433856,6412,330,1,1318580835,1569139893,0
GSM,262,1,5730,40851,0,6.963609,52.070199,3988,2000,1,1318589493,1569169979,0
GSM,262,1,5730,10830,0,6.962859,52.06968,12492,2000,1,1318589493,1569169979,0
GSM,262,1,35074,30151,0,14.450622,51.183345,24287,2000,1,1318599338,1569157058,0
GSM,262,1,35074,30115,0,14.443805,51.181803,12870,2000,1,1318599339,1569157058,0
GSM,262,1,35074,30118,0,14.429401,51.175822,8350,2000,1,1318599339,1569157058,0
GSM,208,1,24832,44966,0,2.192521,48.893413,1863,2000,1,1318605192,1569168343,0
GSM,208,1,24832,28054,0,2.197474,48.897921,2570,356,1,1318605192,1569160976,0
GSM,208,20,256,39683,0,2.214599,48.911583,4496,126,1,1318605192,1569165746,0
GSM,208,1,24832,5129,0,2.22726,48.8947,7425,505,1,1318605192,1569132177,0
GSM,208,1,24832,17332,0,2.217852,48.912995,1968,1076,1,1318605822,1569168377,0
GSM,208,1,14336,14645,0,1.840119,48.960972,6435,100,1,1318615495,1569175993,0
GSM,208,1,14336,14646,0,1.819799,48.956008,19777,1068,1,1318615495,1569175873,0
GSM,208,1,14336,39514,0,1.810394,48.967045,13061,298,1,1318615495,1569172612,0
GSM,208,1,14336,44638,0,1.856966,48.965165,21536,957,1,1318615495,1569171675,0
GSM,262,1,14338,2524,0,6.779005,51.412663,3576,476,1,1318616926,1569142421,0
GSM,262,1,5153,27151,0,10.888047,53.805492,51524,881,1,1318826595,1569161432,0
GSM,262,1,5986,55429,0,9.825058,53.643666,77193,2000,1,1318828736,1569153769,0
GSM,262,1,17745,11049,0,8.652628,49.293335,23743,2000,1,1318831638,1569157498,0
GSM,262,1,14635,29638,0,7.351598,52.517048,21172,2000,1,1318863195,1569137583,0
GSM,262,1,6508,22465,0,9.708286,50.488955,11825,2000,1,1318916356,1569158024,0
GSM,262,1,5891,4448,0,9.870709,53.62145,8834,2000,1,1318921792,1569133026,0
GSM,262,1,16931,35131,0,10.603135,47.778898,10981,2000,1,1318963584,1569152679,0
GSM,262,1,16931,47093,0,10.588287,47.775681,12788,2000,1,1318963584,1569152679,0
GSM,262,1,16931,5680,0,10.586693,47.773651,12315,2000,1,1318963584,1569152679,0
GSM,262,1,16931,12323,0,10.583719,47.769001,13796,2000,1,1318963584,1569120208,0
GSM,262,1,16931,35133,0,10.62499,47.774157,9466,2000,1,1318963584,1569152679,0
GSM,262,1,16931,47090,0,10.610947,47.801358,10718,2000,1,1318963584,1569121048,0
GSM,262,1,16931,59027,0,10.604873,47.780538,14473,2000,1,1318963584,1569151771,0
GSM,262,1,14340,32569,0,7.015524,51.459162,13180,2000,1,1318987328,1569124657,0
GSM,262,1,14340,42801,0,7.00387,51.45415,13566,2000,1,1318987328,1569124657,0
GSM,262,1,17738,55324,0,8.425435,49.340071,10377,1508,1,1319004952,1569163153,0
GSM,262,1,16933,3932,0,10.179458,47.984536,13038,2000,1,1319016181,1569151242,0
GSM,262,1,16933,15918,0,10.183218,47.997554,10677,2000,1,1319016181,1569140139,0
GSM,262,1,16933,32613,0,10.169413,47.9845,15003,2000,1,1319016181,1569151242,0
GSM,262,1,21011,25301,0,7.820892,48.350549,2079,1999,1,1319017924,1569178059,0
GSM,262,1,21011,13355,0,7.830087,48.346504,10677,1393,1,1319019815,1569176069,0
GSM,262,1,16933,7873,0,10.227976,48.123401,23780,1999,1,1319020446,1569131790,0
GSM,262,2,4241,6032,0,6.959448,51.163394,17314,2000,1,1319081924,1569133411,0
GSM,262,2,4241,16002,0,6.944798,51.196479,9885,1999,1,1319087758,1569161637,0
GSM,262,2,4241,3691,0,7.009601,51.157353,7177,2000,1,1319088912,1569166430,0
GSM,262,2,4241,6033,0,6.96706,51.171415,13482,2000,1,1319090788,1569133411,0
GSM,262,2,4241,14613,0,6.977749,51.168672,11937,2000,1,1319090788,1569149396,0
GSM,262,2,4241,6031,0,6.991706,51.170359,7213,2000,1,1319090788,1569149396,0
GSM,262,2,4241,2923,0,6.993252,51.171816,9523,2000,1,1319091215,1569149396,0
GSM,262,2,4241,14611,0,6.988166,51.178706,9122,2000,1,1319092631,1569149396,0
GSM,262,2,4241,5992,0,6.997883,51.171153,9864,1998,1,1319093489,1569166430,0
GSM,208,1,5376,55143,0,5.60192,43.433901,22771,434,1,1319097486,1569151619,0
GSM,262,2,4241,3693,0,7.005072,51.157005,9378,1999,1,1319100969,1569166430,0
GSM,208,1,14336,56765,0,1.563329,49.03943,134725,1468,1,1319104692,1569134230,0
GSM,208,1,14336,56802,0,1.556647,49.034972,134301,363,1,1319104692,1569134005,0
GSM,208,1,12547,15346,0,6.143129,43.391671,6238,580,1,1319104962,1569138483,0
GSM,262,2,4241,10731,0,7.229627,51.163533,7446,2000,1,1319105012,1569153051,0
GSM,208,1,14336,64031,0,1.528616,49.072677,4998,181,1,1319107154,1569144712,0
GSM,208,1,12547,40761,0,6.390731,43.400757,20297,960,1,1319107605,1569173918,0
GSM,208,1,12547,36168,0,6.564079,43.452099,5433,2000,1,1319107965,1569165522,0
GSM,262,1,21043,10911,0,9.179323,48.783037,7878,2000,1,1319110608,1569119321,0
GSM,262,2,4242,9453,0,6.777629,51.279988,3595,2000,1,1319150325,1569117475,0
GSM,262,2,4242,30252,0,6.770827,51.276286,2981,2000,1,1319176042,1569117475,0
GSM,262,1,21062,57481,0,9.193184,48.683751,20994,2000,1,1319188548,1569144270,0
GSM,262,1,21062,56217,0,9.192971,48.691747,16967,1342,1,1319188548,1569144270,0
GSM,262,1,21062,57480,0,9.185106,48.694181,8188,2000,1,1319188548,1569144270,0
GSM,262,1,6448,23061,0,8.54196,50.328314,7884,2000,1,1319188879,1569152869,0
GSM,262,1,6448,23184,0,8.530802,50.334177,7333,2000,1,1319188879,1569152869,0
GSM,262,1,6448,52900,0,8.54787,50.321606,10462,2000,1,1319188879,1569152869,0
GSM,262,1,6448,21243,0,8.543812,50.325508,6133,2000,1,1319188879,1569152869,0
GSM,262,1,6448,23127,0,8.525784,50.327257,9570,2000,1,1319188879,1569152489,0
GSM,262,1,5175,410,0,13.304693,54.359587,9227,2000,1,1319190170,1569178211,0
GSM,262,2,4242,30251,0,6.769859,51.27965,3032,2000,1,1319198307,1569114776,0
GSM,262,2,4242,30253,0,6.768383,51.278453,6137,2000,1,1319198307,1569117475,0
GSM,262,2,4242,30261,0,6.771592,51.28151,2920,2000,1,1319198307,1569114776,0
GSM,262,2,4242,2862,0,6.772676,51.291646,15612,2000,1,1319198307,1569114776,0
GSM,262,2,4242,19511,0,6.767074,51.276947,2885,2000,1,1319198307,1569117475,0
GSM,262,2,4241,18572,0,7.074877,51.167941,72228,2000,1,1319257194,1569169254,0
GSM,262,1,21112,17762,0,10.223133,48.818868,24367,2000,1,1319261258,1569163741,0
GSM,262,2,4241,34112,0,7.077919,51.167828,73460,2000,1,1319270473,1569169254,0
GSM,262,1,14370,33301,0,7.086359,51.175542,12689,2000,1,1319270473,1569169254,0
GSM,262,1,14115,42333,0,13.40512,52.444713,50781,2000,1,1319282200,1569139413,0
GSM,262,1,6485,36236,0,8.805157,49.820324,10161,2000,1,1319444701,1569151934,0
GSM,262,2,533,3343,0,7.663301,52.850772,23150,1957,1,1319469158,1569153576,0
GSM,262,1,6448,52899,0,8.526161,50.339615,48645,2000,1,1319527793,1569152869,0
GSM,262,1,6448,21244,0,8.529604,50.333505,10281,2000,1,1319547098,1569152869,0
GSM,262,1,6448,61557,0,8.564447,50.311041,6457,2000,1,1319547098,1569147976,0
GSM,262,2,379,4612,0,12.962303,50.822508,14217,2000,1,1319549496,1569123310,0
GSM,208,1,257,60563,0,2.276307,48.873224,9459,1446,1,1319554847,1569175039,0
GSM,208,1,25856,19351,0,2.221495,48.844882,8230,1370,1,1319554847,1569162422,0
GSM,208,1,25856,19349,0,2.221622,48.844095,7500,1408,1,1319554847,1569179242,0
GSM,262,1,14339,23188,0,7.020729,51.442529,27721,708,1,1319581345,1569124657,0
GSM,262,1,5923,55535,0,10.096786,53.63834,96293,675,1,1319593246,1569133727,0
GSM,262,2,687,57871,0,6.58133,49.708503,21190,2000,1,1319597468,1569130954,0
GSM,262,1,14090,48200,0,13.221275,51.454332,69523,1951,1,1319605149,1569150364,0
GSM,262,1,35074,30109,0,14.44165,51.163097,13620,2000,1,1319612265,1569134009,0
GSM,262,1,35074,30135,0,14.437382,51.168863,24350,2000,1,1319612265,1569128229,0
GSM,262,1,5891,36230,0,9.975835,53.606389,5288,2000,1,1319626460,1569149420,0
GSM,262,2,4241,27273,0,7.008083,51.156846,8834,1999,1,1319701178,1569166430,0
GSM,262,1,4130,35186,0,7.614063,50.084169,18381,2000,1,1319734600,1569152658,0
GSM,262,1,4128,37969,0,6.642155,50.237997,25236,654,1,1319810379,1569146612,0
GSM,262,1,14655,18973,0,10.190806,51.60067,21360,2000,1,1319815846,1569167501,0
GSM,262,1,5206,17483,0,14.045072,53.714412,123240,1381,1,1319874910,1569126678,0
GSM,262,2,4241,3692,0,7.010464,51.155669,7326,2000,1,1320053498,1569166430,0
GSM,262,3,746,38500,0,6.890673,51.402064,90854,1716,1,1320056909,1569162373,0
GSM,262,1,14370,41277,0,7.078353,51.166796,12080,2000,1,1320065663,1569129556,0
GSM,262,1,14370,19508,0,7.039259,51.168405,9570,2000,1,1320068065,1569129556,0
GSM,262,2,4241,18563,0,7.032021,51.16252,24759,2000,1,1320068065,1569129556,0
GSM,262,2,4241,27272,0,7.013197,51.155383,7124,2000,1,1320068065,1569127767,0
GSM,262,2,4241,14612,0,6.98825,51.165767,9922,2000,1,1320068696,1569149396,0
GSM,262,1,14082,47564,0,13.205186,51.93602,12891,2000,1,1320082506,1569149637,0
GSM,262,2,4241,34111,0,7.078771,51.176878,12037,2000,1,1320179375,1569169254,0
GSM,262,2,4241,15423,0,7.08239,51.178598,78265,2000,1,1320189112,1569169254,0
GSM,262,1,38726,52249,0,7.345097,50.833217,44669,497,1,1320202891,1569140538,0
GSM,262,1,14370,43020,0,7.049876,51.169827,9394,1984,1,1320208414,1569129556,0
GSM,262,1,14370,9854,0,7.054926,51.172179,5979,1656,1,1320208414,1569129556,0
GSM,262,2,4241,21712,0,7.000452,51.16616,7279,2000,1,1320210942,1569166430,0
GSM,208,1,6145,10839,0,5.086817,48.684633,5201,323,1,1320217122,1569162181,0
GSM,208,1,6145,10963,0,5.08474,48.685402,15166,2000,1,1320218773,1569162248,0
